Time: 19/19:7:35 Arduino 0: 4
Time: 19/19:7:35 Arduino 0: 0: 263.32,1: 246.80,2: 236.95,3: 228.16,4: 220.43,5: 213.75,6: 210.23
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 247.85,4: 243.63,5: 238.71,6: 233.09
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.40,2: 253.13,3: 249.26,4: 242.93,5: 238.36,6: 233.79
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 247.85,4: 243.98,5: 237.66,6: 233.09
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 248.91,4: 242.93,5: 239.06,6: 233.09
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 232.73
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 247.85,4: 243.28,5: 238.71,6: 232.38
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 249.26,4: 242.93,5: 238.36,6: 234.14
Time: 19/19:8:20 Arduino 0: 0: 263.32,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:21 Arduino 0: 0: 262.62,1: 258.40,2: 253.48,3: 249.26,4: 243.28,5: 239.41,6: 234.14
Time: 19/19:8:21 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 248.91,4: 244.69,5: 238.01,6: 234.49
Time: 19/19:8:21 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:21 Arduino 0: 0: 262.97,1: 259.10,2: 252.77,3: 248.91,4: 244.34,5: 238.36,6: 235.20
Time: 19/19:8:21 Arduino 0: 0: 263.32,1: 258.40,2: 254.53,3: 248.91,4: 244.34,5: 240.12,6: 234.14
Time: 19/19:8:21 Arduino 0: 0: 263.67,1: 259.10,2: 253.83,3: 250.66,4: 244.69,5: 239.77,6: 236.25
Time: 19/19:8:21 Arduino 0: 0: 262.62,1: 258.75,2: 254.88,3: 249.26,4: 246.09,5: 240.82,6: 235.55
Time: 19/19:8:21 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 249.96,4: 243.63,5: 240.12,6: 234.84
Time: 19/19:8:21 Arduino 0: 0: 264.02,1: 258.75,2: 253.13,3: 247.85,4: 243.63,5: 237.30,6: 232.73
Time: 19/19:8:21 Arduino 0: 0: 266.84,1: 260.86,2: 254.88,3: 249.26,4: 242.93,5: 238.71,6: 232.38
Time: 19/19:8:21 Arduino 0: 0: 269.65,1: 263.67,2: 256.29,3: 251.02,4: 245.74,5: 238.71,6: 234.49
Time: 19/19:8:21 Arduino 0: 0: 272.46,1: 266.13,2: 260.51,3: 253.48,4: 247.15,5: 242.23,6: 235.20
Time: 19/19:8:21 Arduino 0: 0: 275.27,1: 268.95,2: 261.91,3: 256.99,4: 249.96,5: 243.28,6: 238.71
Time: 19/19:8:21 Arduino 0: 0: 278.09,1: 271.76,2: 265.78,3: 258.05,4: 252.42,5: 245.74,6: 238.36
Time: 19/19:8:22 Arduino 0: 0: 281.25,1: 274.22,2: 266.48,3: 260.86,4: 252.77,5: 246.09,6: 240.12
Time: 19/19:8:22 Arduino 0: 0: 284.41,1: 277.38,2: 269.65,3: 261.91,4: 256.29,5: 248.20,6: 241.52
Time: 19/19:8:22 Arduino 0: 0: 287.23,1: 280.55,2: 272.46,3: 265.78,4: 257.34,5: 252.07,6: 243.98
Time: 19/19:8:22 Arduino 0: 0: 288.63,1: 282.66,2: 274.92,3: 267.89,4: 261.56,5: 252.77,6: 246.80
Time: 19/19:8:22 Arduino 0: 0: 292.15,1: 284.77,2: 277.73,3: 270.70,4: 262.62,5: 255.94,6: 247.85
Time: 19/19:8:22 Arduino 0: 0: 294.61,1: 288.28,2: 279.49,3: 273.16,4: 265.43,5: 256.99,6: 251.37
Time: 19/19:8:22 Arduino 0: 0: 298.13,1: 290.74,2: 283.36,3: 275.27,4: 268.59,5: 260.16,6: 251.37
Time: 19/19:8:22 Arduino 0: 0: 300.94,1: 293.91,2: 285.12,3: 278.79,4: 269.65,5: 261.56,6: 254.88
Time: 19/19:8:22 Arduino 0: 0: 300.94,1: 294.26,2: 286.88,3: 279.14,4: 272.11,5: 263.32,6: 255.23
Time: 19/19:8:22 Arduino 0: 0: 300.59,1: 293.91,2: 286.88,3: 280.90,4: 271.76,5: 264.38,6: 256.64
Time: 19/19:8:22 Arduino 0: 0: 300.23,1: 294.61,2: 287.23,3: 279.84,4: 273.16,5: 264.02,6: 256.99
Time: 19/19:8:22 Arduino 0: 0: 299.88,1: 293.55,2: 287.23,3: 280.55,4: 272.11,5: 265.08,6: 256.64
Time: 19/19:8:22 Arduino 0: 0: 300.23,1: 292.85,2: 285.12,3: 279.49,4: 272.46,5: 263.67,6: 257.70
Time: 19/19:8:23 Arduino 0: 0: 279.49,1: 277.38,2: 275.98,3: 271.76,4: 266.48,5: 261.21,6: 253.48
Time: 19/19:8:23 Arduino 0: 0: 264.02,1: 264.73,2: 263.32,3: 263.32,4: 259.45,5: 254.88,6: 251.02
Time: 19/19:8:23 Arduino 0: 0: 262.97,1: 260.51,2: 258.05,3: 255.23,4: 253.48,5: 249.96,6: 245.39
Time: 19/19:8:23 Arduino 0: 0: 262.62,1: 258.75,2: 254.53,3: 252.77,4: 248.20,5: 245.74,6: 242.58
Time: 19/19:8:23 Arduino 0: 0: 262.62,1: 258.75,2: 253.83,3: 249.26,4: 246.45,5: 241.88,6: 238.36
Time: 19/19:8:23 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 248.91,4: 243.28,5: 240.47,6: 235.55
Time: 19/19:8:23 Arduino 0: 0: 262.62,1: 258.75,2: 252.42,3: 248.20,4: 243.98,5: 238.01,6: 235.55
Time: 19/19:8:23 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 249.26,4: 244.34,5: 240.82,6: 235.55
Time: 19/19:8:23 Arduino 0: 0: 262.62,1: 259.45,2: 254.18,3: 250.66,4: 246.45,5: 240.82,6: 237.30
Time: 19/19:8:23 Arduino 0: 0: 263.32,1: 258.05,2: 253.13,3: 247.15,4: 243.28,5: 238.71,6: 233.44
Time: 19/19:8:23 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 249.61,4: 243.63,5: 239.06,6: 235.90
Time: 19/19:8:23 Arduino 0: 0: 263.67,1: 259.10,2: 254.18,3: 248.91,4: 245.39,5: 239.41,6: 234.84
Time: 19/19:8:23 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 249.61,4: 243.28,5: 239.41,6: 234.49
Time: 19/19:8:23 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 257.70,2: 254.18,3: 249.26,4: 243.63,5: 240.12,6: 234.49
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 259.10,2: 253.13,3: 249.61,4: 245.04,5: 239.06,6: 235.90
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 258.40,2: 254.53,3: 248.91,4: 244.69,5: 240.47,6: 234.49
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 258.75,2: 253.48,3: 249.96,4: 244.34,5: 239.41,6: 236.25
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 258.75,2: 254.18,3: 248.91,4: 245.04,5: 240.12,6: 234.84
Time: 19/19:8:24 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 249.61,4: 243.63,5: 239.41,6: 235.20
Time: 19/19:8:24 Arduino 0: 0: 262.27,1: 258.75,2: 253.48,3: 248.55,4: 245.04,5: 238.71,6: 234.84
Time: 19/19:8:24 Arduino 0: 0: 263.32,1: 258.40,2: 254.18,3: 249.61,4: 243.63,5: 240.12,6: 234.49
Time: 19/19:8:24 Arduino 0: 0: 263.32,1: 259.10,2: 253.48,3: 249.26,4: 245.04,5: 238.71,6: 235.90
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 258.40,2: 254.53,3: 248.91,4: 244.34,5: 240.12,6: 233.79
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.61,4: 244.34,5: 238.71,6: 235.55
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.20,4: 244.34,5: 239.41,6: 233.79
Time: 19/19:8:24 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 243.28,5: 239.06,6: 234.84
Time: 19/19:8:25 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 248.20,4: 244.69,5: 238.71,6: 234.14
Time: 19/19:8:25 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 249.26,4: 243.28,5: 239.41,6: 234.14
Time: 19/19:8:25 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.91,4: 244.69,5: 238.36,6: 234.84
Time: 19/19:8:25 Arduino 0: 0: 262.97,1: 258.05,2: 254.18,3: 248.91,4: 243.63,5: 239.77,6: 233.44
Time: 19/19:8:25 Arduino 0: 0: 262.97,1: 258.75,2: 252.42,3: 248.55,4: 243.28,5: 237.30,6: 234.14
Time: 19/19:8:25 Arduino 0: 0: 263.67,1: 258.05,2: 253.48,3: 247.50,4: 242.93,5: 238.71,6: 232.73
Time: 19/19:8:25 Arduino 0: 0: 263.67,1: 258.75,2: 253.13,3: 249.96,4: 243.63,5: 238.71,6: 234.84
Time: 19/19:8:25 Arduino 0: 0: 263.32,1: 259.10,2: 254.53,3: 248.91,4: 245.39,5: 239.77,6: 234.49
Time: 19/19:8:25 Arduino 0: 0: 263.32,1: 258.75,2: 253.83,3: 249.96,4: 243.98,5: 239.77,6: 234.84
Time: 19/19:8:25 Arduino 0: 0: 263.32,1: 258.05,2: 252.42,3: 246.45,4: 241.52,5: 234.14,6: 229.22
Time: 19/19:8:25 Arduino 0: 0: 262.97,1: 256.29,2: 251.72,3: 246.45,4: 240.47,5: 236.60,6: 230.27
Time: 19/19:8:25 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 248.55,4: 243.63,5: 236.95,6: 233.79
Time: 19/19:8:25 Arduino 0: 0: 262.97,1: 258.40,2: 254.53,3: 248.55,4: 243.63,5: 239.41,6: 232.73
Time: 19/19:8:25 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 250.31,4: 245.04,5: 239.41,6: 236.60
Time: 19/19:8:26 Arduino 0: 0: 262.97,1: 258.75,2: 255.23,3: 249.96,4: 246.45,5: 241.52,6: 235.90
Time: 19/19:8:26 Arduino 0: 0: 262.97,1: 259.10,2: 253.83,3: 251.02,4: 245.04,5: 241.17,6: 237.30
Time: 19/19:8:26 Arduino 0: 0: 263.67,1: 258.75,2: 254.18,3: 249.26,4: 246.09,5: 240.47,6: 236.25
Time: 19/19:8:26 Arduino 0: 0: 262.62,1: 258.40,2: 254.18,3: 249.96,4: 244.34,5: 240.82,6: 235.90
Time: 19/19:8:26 Arduino 0: 0: 262.97,1: 259.45,2: 253.83,3: 249.26,4: 245.39,5: 239.41,6: 236.25
Time: 19/19:8:26 Arduino 0: 0: 262.97,1: 258.40,2: 254.53,3: 249.61,4: 244.34,5: 240.47,6: 234.49
Time: 19/19:8:26 Arduino 0: 0: 263.67,1: 258.75,2: 252.77,3: 249.61,4: 244.34,5: 238.71,6: 235.90
Time: 19/19:8:26 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.20,4: 243.98,5: 239.41,6: 233.44
Time: 19/19:8:26 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 249.61,4: 243.63,5: 238.71,6: 235.20
Time: 19/19:8:26 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.69,5: 239.06,6: 234.14
Time: 19/19:8:26 Arduino 0: 0: 263.32,1: 258.75,2: 253.83,3: 249.61,4: 243.28,5: 239.41,6: 234.49
Time: 19/19:8:26 Arduino 0: 0: 262.62,1: 259.10,2: 253.48,3: 248.55,4: 244.69,5: 238.36,6: 234.49
Time: 19/19:8:26 Arduino 0: 0: 263.67,1: 258.05,2: 253.83,3: 249.26,4: 243.63,5: 239.41,6: 233.44
Time: 19/19:8:27 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:27 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:27 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 249.26,4: 243.63,5: 238.36,6: 234.84
Time: 19/19:8:27 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 239.06,6: 233.44
Time: 19/19:8:27 Arduino 0: 0: 263.32,1: 257.70,2: 252.77,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:8:27 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 248.20,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:27 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 249.26,4: 243.28,5: 239.41,6: 233.44
Time: 19/19:8:27 Arduino 0: 0: 262.62,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:27 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.55,4: 243.28,5: 239.41,6: 232.73
Time: 19/19:8:27 Arduino 0: 0: 262.27,1: 258.75,2: 252.77,3: 249.26,4: 243.98,5: 238.01,6: 234.84
Time: 19/19:8:27 Arduino 0: 0: 263.32,1: 257.70,2: 253.48,3: 247.85,4: 243.98,5: 239.06,6: 232.73
Time: 19/19:8:27 Arduino 0: 0: 263.32,1: 258.05,2: 252.77,3: 249.26,4: 242.93,5: 238.36,6: 234.49
Time: 19/19:8:27 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 247.85,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:27 Arduino 0: 0: 263.32,1: 258.05,2: 253.48,3: 248.91,4: 242.93,5: 239.06,6: 234.14
Time: 19/19:8:28 Arduino 0: 0: 263.32,1: 259.10,2: 253.48,3: 248.55,4: 244.69,5: 238.01,6: 234.14
Time: 19/19:8:28 Arduino 0: 0: 262.97,1: 257.70,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:28 Arduino 0: 0: 262.62,1: 258.75,2: 252.77,3: 248.91,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:28 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:28 Arduino 0: 0: 263.67,1: 258.40,2: 252.42,3: 249.26,4: 243.28,5: 238.36,6: 234.49
Time: 19/19:8:28 Arduino 0: 0: 262.62,1: 258.05,2: 253.48,3: 247.85,4: 244.34,5: 238.36,6: 233.09
Time: 19/19:8:28 Arduino 0: 0: 262.62,1: 258.05,2: 252.77,3: 248.91,4: 242.58,5: 238.71,6: 233.79
Time: 19/19:8:28 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 237.66,6: 233.44
Time: 19/19:8:28 Arduino 0: 0: 263.32,1: 259.10,2: 254.18,3: 249.26,4: 242.93,5: 239.41,6: 233.44
Time: 19/19:8:28 Arduino 0: 0: 262.97,1: 259.10,2: 253.13,3: 248.55,4: 244.34,5: 238.01,6: 234.49
Time: 19/19:8:28 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.55,4: 243.63,5: 239.41,6: 232.73
Time: 19/19:8:28 Arduino 0: 0: 262.62,1: 258.75,2: 252.77,3: 249.26,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:8:28 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 247.85,4: 243.98,5: 239.06,6: 233.09
Time: 19/19:8:29 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 249.26,4: 242.93,5: 238.36,6: 234.14
Time: 19/19:8:29 Arduino 0: 0: 263.32,1: 258.75,2: 253.48,3: 247.85,4: 244.34,5: 238.01,6: 233.44
Time: 19/19:8:29 Arduino 0: 0: 262.97,1: 258.05,2: 253.48,3: 249.26,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:29 Arduino 0: 0: 262.97,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:29 Arduino 0: 0: 262.97,1: 257.70,2: 253.83,3: 248.55,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:29 Arduino 0: 0: 263.32,1: 258.75,2: 252.42,3: 248.55,4: 243.98,5: 237.66,6: 234.49
Time: 19/19:8:29 Arduino 0: 0: 263.32,1: 257.70,2: 253.83,3: 247.85,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:29 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 249.26,4: 243.28,5: 238.36,6: 234.14
Time: 19/19:8:29 Arduino 0: 0: 262.62,1: 259.80,2: 253.83,3: 248.20,4: 244.34,5: 238.36,6: 233.09
Time: 19/19:8:29 Arduino 0: 0: 262.97,1: 258.05,2: 253.13,3: 249.26,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:29 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.20,4: 244.34,5: 238.01,6: 233.79
Time: 19/19:8:29 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:29 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 248.91,4: 244.34,5: 237.66,6: 234.84
Time: 19/19:8:29 Arduino 0: 0: 262.62,1: 258.05,2: 253.83,3: 248.20,4: 243.28,5: 239.41,6: 232.73
Time: 19/19:8:30 Arduino 0: 0: 263.32,1: 258.75,2: 252.77,3: 249.26,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:30 Arduino 0: 0: 263.67,1: 258.05,2: 253.83,3: 247.85,4: 243.98,5: 238.71,6: 233.09
Time: 19/19:8:30 Arduino 0: 0: 263.32,1: 258.40,2: 252.77,3: 249.26,4: 242.93,5: 238.36,6: 234.14
Time: 19/19:8:30 Arduino 0: 0: 263.67,1: 258.40,2: 253.48,3: 248.20,4: 244.34,5: 238.36,6: 233.44
Time: 19/19:8:30 Arduino 0: 0: 263.67,1: 258.05,2: 253.48,3: 248.91,4: 242.93,5: 239.41,6: 233.44
Time: 19/19:8:30 Arduino 0: 0: 263.32,1: 258.75,2: 253.13,3: 248.55,4: 244.34,5: 237.66,6: 234.14
Time: 19/19:8:30 Arduino 0: 0: 262.97,1: 258.05,2: 253.83,3: 248.55,4: 243.28,5: 239.06,6: 232.73
Time: 19/19:8:30 Arduino 0: 0: 262.97,1: 259.10,2: 253.13,3: 249.26,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:30 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.20,4: 243.98,5: 239.06,6: 232.73
Time: 19/19:8:30 Arduino 0: 0: 264.02,1: 258.75,2: 252.77,3: 249.61,4: 243.63,5: 238.36,6: 234.49
Time: 19/19:8:30 Arduino 0: 0: 262.97,1: 258.40,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.44
Time: 19/19:8:30 Arduino 0: 0: 262.97,1: 258.40,2: 253.48,3: 249.26,4: 242.93,5: 239.06,6: 233.79
Time: 19/19:8:30 Arduino 0: 0: 262.62,1: 259.10,2: 253.48,3: 248.20,4: 244.34,5: 238.01,6: 233.79
Time: 19/19:8:31 Arduino 0: 0: 262.62,1: 258.05,2: 253.83,3: 248.91,4: 243.28,5: 239.41,6: 233.09
Time: 19/19:8:31 Arduino 0: 0: 262.97,1: 258.40,2: 252.77,3: 248.55,4: 243.98,5: 237.66,6: 234.84
Time: 19/19:8:31 Arduino 0: 0: 262.97,1: 258.40,2: 254.18,3: 248.20,4: 243.63,5: 239.06,6: 232.73
Time: 19/19:8:31 Arduino 0: 0: 262.97,1: 258.75,2: 252.77,3: 249.26,4: 243.63,5: 238.01,6: 234.49
Time: 19/19:8:31 Arduino 0: 0: 262.97,1: 258.75,2: 253.83,3: 248.20,4: 244.34,5: 238.71,6: 233.09
Time: 19/19:8:31 Arduino 0: 0: 262.97,1: 258.40,2: 253.13,3: 249.26,4: 242.93,5: 238.71,6: 234.14
Time: 19/19:8:31 Arduino 0: 0: 262.27,1: 258.75,2: 253.48,3: 248.20,4: 244.34,5: 238.01,6: 233.44
Time: 19/19:8:31 Arduino 0: 0: 263.32,1: 257.70,2: 253.48,3: 248.91,4: 242.93,5: 239.41,6: 233.44
Time: 19/19:8:31 Arduino 0: 0: 263.32,1: 259.10,2: 253.13,3: 248.55,4: 243.98,5: 238.01,6: 234.49
Time: 19/19:8:31 Arduino 0: 0: 263.32,1: 258.05,2: 253.83,3: 248.55,4: 243.28,5: 239.41,6: 232.38
Time: 19/19:8:31 Arduino 0: 0: 264.02,1: 259.80,2: 253.48,3: 249.61,4: 243.98,5: 238.36,6: 234.84
Time: 19/19:8:31 Arduino 0: 0: 266.84,1: 261.21,2: 256.29,3: 249.61,4: 245.04,5: 239.77,6: 233.44
Time: 19/19:8:31 Arduino 0: 0: 270.70,1: 264.02,2: 257.34,3: 252.77,4: 245.74,5: 240.47,6: 235.90
Time: 19/19:8:31 Arduino 0: 0: 272.46,1: 267.19,2: 260.51,3: 253.48,4: 248.91,5: 241.88,6: 235.90
Time: 19/19:8:32 Arduino 0: 0: 276.33,1: 269.65,2: 262.62,3: 256.99,4: 249.61,5: 243.98,6: 238.01
Time: 19/19:8:32 Arduino 0: 0: 279.14,1: 272.81,2: 265.08,3: 258.75,4: 252.77,5: 244.69,6: 239.77
Time: 19/19:8:32 Arduino 0: 0: 282.66,1: 274.92,2: 268.59,3: 261.56,4: 254.18,5: 248.20,6: 240.47
Time: 19/19:8:32 Arduino 0: 0: 284.06,1: 278.09,2: 269.65,3: 263.67,4: 256.99,5: 248.91,6: 243.98
Time: 19/19:8:32 Arduino 0: 0: 287.23,1: 280.20,2: 273.52,3: 265.43,4: 258.75,5: 252.07,6: 243.63
Time: 19/19:8:32 Arduino 0: 0: 290.04,1: 283.36,2: 274.92,3: 268.95,4: 260.51,5: 253.13,6: 247.15
Time: 19/19:8:32 Arduino 0: 0: 292.85,1: 285.47,2: 278.79,3: 270.00,4: 263.67,5: 255.59,6: 247.50
Time: 19/19:8:32 Arduino 0: 0: 296.02,1: 287.93,2: 280.20,3: 273.87,4: 264.38,5: 257.70,6: 250.31
Time: 19/19:8:32 Arduino 0: 0: 298.83,1: 291.45,2: 283.01,3: 275.27,4: 268.24,5: 258.75,6: 252.07
Time: 19/19:8:32 Arduino 0: 0: 300.59,1: 292.85,2: 285.47,3: 278.44,4: 268.95,5: 262.27,6: 253.48
Time: 19/19:8:32 Arduino 0: 0: 300.59,1: 294.26,2: 285.82,3: 279.14,4: 271.76,5: 262.27,6: 255.94
Time: 19/19:8:32 Arduino 0: 0: 301.29,1: 294.26,2: 287.58,3: 280.20,4: 272.11,5: 264.73,6: 255.23
Time: 19/19:8:32 Arduino 0: 0: 300.59,1: 294.96,2: 286.88,3: 281.60,4: 273.16,5: 264.38,6: 258.40
Time: 19/19:8:33 Arduino 0: 0: 299.88,1: 294.26,2: 287.93,3: 280.20,4: 273.87,5: 266.48,6: 257.34
Time: 19/19:8:33 Arduino 0: 0: 295.66,1: 289.69,2: 283.71,3: 279.49,4: 271.41,5: 264.38,6: 258.40
Time: 19/19:8:33 Arduino 0: 0: 271.76,1: 272.11,2: 271.05,3: 268.59,4: 266.13,5: 259.80,6: 254.18
Time: 19/19:8:33 Arduino 0: 0: 262.97,1: 262.27,2: 261.56,3: 260.86,4: 256.99,5: 254.53,6: 249.96
Time: 19/19:8:33 Arduino 0: 0: 262.62,1: 260.16,2: 256.64,3: 254.18,4: 252.77,5: 248.20,6: 246.09
Time: 19/19:8:33 Arduino 0: 0: 263.32,1: 258.75,2: 255.59,3: 251.72,4: 248.20,5: 246.09,6: 241.17
Time: 19/19:8:33 Arduino 0: 0: 262.97,1: 259.10,2: 253.48,3: 250.66,4: 246.80,5: 242.23,6: 240.47
Time: 19/19:8:33 Arduino 0: 0: 263.32,1: 258.05,2: 254.53,3: 248.91,4: 245.39,5: 241.88,6: 236.95
Time: 19/19:8:33 Arduino 0: 0: 262.27,1: 258.75,2: 253.13,3: 249.96,4: 244.69,5: 240.47,6: 237.66
Time: 19/19:8:33 Arduino 0: 0: 263.32,1: 258.40,2: 253.83,3: 248.55,4: 245.04,5: 240.12,6: 235.55
Time: 19/19:8:33 Arduino 0: 0: 263.32,1: 258.40,2: 253.48,3: 249.61,4: 243.63,5: 240.12,6: 235.90
Time: 19/19:8:33 Arduino 0: 0: 263.32,1: 259.10,2: 253.83,3: 248.55,4: 245.04,5: 239.06,6: 235.55
Time: 19/19:8:33 Arduino 0: 0: 262.62,1: 258.40,2: 254.18,3: 249.61,4: 243.98,5: 240.47,6: 234.84
Time: 19/19:8:33 Arduino 0: 0: 263.32,1: 259.45,2: 253.13,3: 249.26,4: 244.69,5: 238.71,6: 236.25
Time: 19/19:8:34 Arduino 0: 0: 263.32,1: 258.05,2: 254.18,3: 248.55,4: 243.98,5: 239.77,6: 233.79
Time: 19/19:8:34 Arduino 0: 0: 262.97,1: 258.40,2: 252.07,3: 247.85,4: 241.52,5: 235.20,6: 230.63
Time: 19/19:8:34 Arduino 0: 0: 262.97,1: 256.99,2: 251.02,3: 243.98,4: 239.41,5: 233.44,6: 227.11
Time: 19/19:8:34 Arduino 0: 0: 263.32,1: 257.70,2: 251.37,3: 246.80,4: 239.77,5: 234.84,6: 229.92
Time: 19/19:8:34 Arduino 0: 0: 264.02,1: 258.40,2: 253.48,3: 247.50,4: 243.63,5: 237.66,6: 232.38
Time: 19/19:8:34 Arduino 0: 0: 262.97,1: 258.40,2: 254.53,3: 250.31,4: 244.34,5: 240.82,6: 235.55
Time: 19/19:8:34 Arduino 0: 0: 263.32,1: 259.80,2: 254.88,3: 251.72,4: 248.20,5: 242.23,6: 239.41
Time: 19/19:8:34 Arduino 0: 0: 263.32,1: 259.45,2: 256.64,3: 252.77,4: 247.85,5: 244.69,6: 239.06
Time: 19/19:8:34 Arduino 0: 0: 263.32,1: 259.80,2: 254.88,3: 252.07,4: 247.50,5: 242.58,6: 240.12
Time: 19/19:8:34 Arduino 0: 0: 262.97,1: 259.10,2: 255.59,3: 250.31,4: 246.45,5: 242.58,6: 236.95
Time: 19/19:8:34 Arduino 0: 0: 263.32,1: 259.45,2: 253.83,3: 250.66,4: 245.04,5: 240.47,6: 237.66
Time: 19/19:8:34 Arduino 0: 0: 263.32,1: 258.75,2: 254.18,3: 248.55,4: 245.39,5: 240.12,6: 235.20
Time: 19/19:8:34 Arduino 0: 0: 263.67,1: 258.75,2: 253.83,3: 249.26,4: 243.63,5: 239.77,6: 235.20
Time: 19/19:8:35 Arduino 0: 0: 263.32,1: 259.10,2: 253.83,3: 248.91,4: 245.39,5: 239.06,6: 235.90
Time: 19/19:8:35 Arduino 0: 0: 263.67,1: 258.40,2: 254.53,3: 249.96,4: 244.69,5: 241.52,6: 235.90
